sentiment,text
positive, we just whopped in overtime! omg the suspense  but yey for disneyland! love the lil mermaid say hi  ha ha
positive,  great meeting you today.  thanks for saying hi!
positive,that was the most fun i've had in a while.... 
positive,is going to work...  wishing it was still last night.  
positive,hanging outttttt pretty close to the best weekend everr!!! no jk it was the best weekend. 
positive," you have go to bed, havent you? have nice dream "
positive," lol you're putting me on? i can't cope with this m-o-r-n-i-n-g thing, anyone would thing i was becoming n-o-r-m-a-l "
positive,"i'm awake,  is it t early to twitter?"
positive," ahhhh i love swimming with the little'n... its amazing, although shes 2 and drinks the entire pool... lol "
positive,"a huge wave of relief has swept over me, surprisingly!  peace &lt;3 "
positive,about to go to work... closing tonight !! please continue to pray for my mouth !! love you guys 
positive, always...ive been here for the past hour...gotta get that bread like you 
positive,talking with friends that i havent talked to in a while.  yay!
positive,finished watching the movie across the universe 
positive, cool. considering a drive in the  tonight then 
positive, you are crazy 
positive,   
positive,hey  lakersssssssss!!!   (treysongz live &gt; 
positive, love the comment there. &quot;they have gone to another industry to screw it up&quot; might be a good idea to see where they are now 
positive,clarification: when i used the word &quot;bump&quot; in a tweet the other day i was referring to playing music loudly with the bass up  
positive, mmmmm. yummy.  why dont you ever invite me for dinner? i get jealous of your meals. hehe.
positive,in computer graphics class; my last day! 
positive,- going to walk my daily mile later today. getting ready 4 a late breakfast w/ parents then going 2 frisco 4 the next fc dallas match 
positive,all the ladies should watch out! all the ladies of the world 
positive," awesome!  thanks!.  i'm looking around early/mid june.  wherever i live has to be 1st floor and (small) dog friendly, too "
positive, - my poor exhausted donald duck drawing 
positive,big thanks to brenton for my workouts! he's kicking my butt into shape! hello bikini body. 
positive,just got done watching twilight again. 
positive,i'm now awake friends! 
positive,is on a coffee break 
positive,#iremember ehh the last month? i'm only a little over a month old :/ o.o just started making memories 
positive, hahah man! kinda wanted to see kobe show lebron up tho. so ppl can stop hyping him up!  lakers in 6! lets get tickets!
positive,home from the club  tonight was great! &lt;3 love my friends and me wife &lt;3!
positive,listening to dead and gone 
positive,"eating some mahi-mahi, mushroom/cheese ravioli, veggies and plain yogurt.  yumms "
positive,reaaaally wants ice cream.. no a conoli.. wait a brownie ..umm eveything yummy .. and to lose weight while eatin it 
positive, seeel! just came to say i admire you a lot! you're the best and i try to follow your steps 
positive, i gave it about 10 seconds. definitely not for me 
positive, hopefully my eye doesn't get that bad 
positive,wanting it. 
positive," thanks for the concern  with the sling, i'm mostly ok. sleeping will be interesting..."
positive," good thanks  breakfast on papers to read all good, how the devil are you ?"
positive,  .... need coffee ... how is your day shaping up ??
positive, the word cloud is very alarming...i say good a lot apparently. i like that though.... 
positive,: yes its working 
positive,"ate just used my twitter! so the last update was not me, okay? "
positive,"hahah mom bought me dark eyeshadow 'cause she thinks that i shouldn't wear light eyeshadow  dunno why. but hey, free eyeshadow ;d"
positive, yes i'm at the pc! about to go back out tho. i've have my fruit now i need my coffee  ......cosby show &gt; a different world
positive, cant wait for season 4  when will it be out?
positive,question of the night: what goes on your favorite pizza?  
positive, yes! 
positive,"can't believe i got asked for id again at the bar! i'm not sure if i should be flattered or angry. trust me, i don't look that young "
positive, awww its okay thunderstorms are boss 
positive," oh that's cool, thanks "
positive,is about to hit the town with some good friends including  
positive,"finally home...tired, beat, worn out, all of the above...fun night tho  got church n a few hours lol"
positive," there are benefits to being shorter, i'd imagine, but i'd never give up being tall.  "
positive,  thank you!! 
positive,:@ typical now i'm just playing around and hardly trying my mixing sounds amazing :@ o well least it sounds good 
positive,the best thing yet: eating froot loops in a t-shirt &amp; chonies. 
positive,"hey scenekids, i just saw the youtube video on th 3 new zealanders that got a phone call from ellen :o you guys are so lucky, good luck "
positive,"just downloaded the new jonas cd. this is pure bliss  i have to wake up at 6 tomorrow, ugh. goodnight!"
positive,get ready for an amazing june  keep your eyes on  tweets. things are going to happen very very soon
positive, ah ah i like working and mondays... ahahah but i do understand you 
positive, one of our radio stations here in brisbane plays &quot;wet patch&quot; and &quot;giving head&quot; lol but the other's morph it out 
positive,chillin with my honey 
positive,  - so so sweett   u 2 are the best couple 
positive,"left home this morning without my iphone. spent an entire day outdoors without cell, internet, texts, etc. it was awesome! "
positive,"is currently listening to a live genesis recording from the &quot;attwt&quot; tour in paris.  woo, were these guys good back then....  #progrock"
positive," i am indeed. i play guitar, bass and trying drums with a little vocals. it's good stuff  you play anything?"
positive, ok?  ....... seb are u on soundcloud.com?
positive,  awww you're cute! of course were hanging out again i'll call u next time i'm down in a week or soooo !!!
positive," check your email, dude "
positive, only in holland as well!! 
positive," awesomee! i never went to scouts, my sister did though "
positive, thanks for the #followfriday 
positive," get oliu, the offline updater form german magazine c't! a thousand updates in your pocket!   &amp; search for oliu"
positive," all this, and my mother, too. enjoy "
positive,"were good now kthanx  obtw, go to justins show. "
positive, oh &amp; thank you about my background!  i used a poladroid  and then compiled in photoshop elements 
positive,"getting ready for wrk 11 to 3 , happy b.day to my mmy "
positive,off to school now..will hear mass and attend some meetings. 
positive,#musicmonday i never get tired of listening to this.  â« 
positive,awesome  i saw it thursday night. it is so great. 100% perfect casting.
positive,may the 4th be with you. happy star wars day 
positive,about to start the branding process for a personal licence provider  bring on the bevvies!
positive, lol  have fun at school tomorrow *giggles*
positive," alright,good night "
positive,is grad parties all dayy and night 
positive,this weather is amazingggggggggg 
positive," it was just veryyyyyyy stressful. i dunno. if you really wanna hear about it, you can direct message me. "
positive, wow. good read on the rps link. i'm pretty excited about l4d2 now. ellis looks like the scout a little bit. 
positive, its horribly addictive isn't it - but in a lovely way   we should get out more.....
positive, wasup how r u...like the lil pic.... 
positive, hey what's your county/zip? i'll send you a few great dentists to check out in your area. hope that helps 
positive, i think u could be the nice symbol of bearyness that is relateable to a newer generation of young cute bear guys 
positive, congratulations on the birth of your son lance!  trust mother and child doing well.  
positive, that could only but bring a smile to your face. even on a monday morning 
positive, it's a good place to be! 
positive,everyone have a great night im off to bed.. its late.. keep up the good tweets. im enjoying reading them 
positive, no i don't mind sweetie  i just need to hope in the shower and eat first though 
positive, washed ur tush well i hope  lools cant believ im writin this
positive, aren't you a sweetheart 
positive,"4 shows / speaking engagements in the next 3 days. busy, busy, busy. south bend - in, clio - mi and warren - mi here i come! "
positive,next week 
positive," that's you , i love the concert â¥ please come back again this year !  "
positive," haha, that's awesome "
positive," go, ateneo! your classes start on june 15, right?  uaap season, oh yeah!"
positive, pretty baby ill come entertain you 
positive,morning my twittes!! i out o work.. last day of morning shift...! grrrr twit you laterr 
positive, feeling better -know exactly what you mean about mondays 
positive,"magic v lakers finals, looking forward to it "
positive,awesome dinner planned. big macs and a bottle of red. yes. 
positive, no names yet just speculation 
positive, have a nice swim 
positive, #tweetdeck just turn notifications off in the settings (show notification window &amp; play notification sound) 
positive,"uh , i'll do it.      #musicmonday"
positive,  - i think they're lovely.  
positive, i'm not scared...i just don't want you to cry about me getting a higher score.  
positive,"ooh, i just found out a thing where you can tweet longer, ohh yeah  i love the... read more: "
positive," yeah adhi's lead vocals.  well she did, so make things proper and let's go 2 a movie eh? mayb u shud tell me more about the guy!"
positive," well, it's great we can support each other.  "
positive,  i thought the only commitment i had to make that evening would be to eating his 3 course meal....
positive, yep. a true dream world. i guess it is better than matrix. 
positive, oh come on! babyboy can be anybody's nick name! so chill out!  lol  thanks 4 da info.  lol
positive, way worse. though i don't think it can happen. i just need to get it a phone condom 
positive,goodmorning sunday 
positive," im up for a photoshop challenge, email me the details "
positive,getting the latest iphone 3g s on friday! i'm like a big kid! can't wait! woo haaaa! best phone/device/gadget in the world 
positive,"meeeeeow  bet you're happy you wasted your time reading that update, huh?! xxx"
positive, dm me and send me your email addy so we can chat.  
positive,get into me not going. lol at least i didnt get my hopes up 
positive,typing stuff on the computer! 
positive,"  liking the, new? profile pic  cheers to your fridge"
positive, yea i like mac  i love danny!. i have a crush on eddie cahill aka dectective donald flack 
positive,i enjoyed a 25 kilometer walk through london's city yesterday...it was lovely 
positive," lmaoo. im gunna punk people nd put on a wig, lets c how many ppl wuld go for it ;) lmaooo "
positive,my daughter just climbed up a pine tree like 30 feet...it was scary...but i was proud!  
positive,awwwh poor . i play trumpet and wouldnlt mind bein' franns 
positive,just finished watching the final episode of dexter season 3. you gotta love dexter! 
positive,running my 3 miles...  even if it kills me 
positive,my mommy liked her mother's day gift 
positive,done my history and my art  whilst watching my mcfly dvd!
positive,heh - der schakal . they've just germanized the word jackal... interesting. verdeutschen = to germanize 
positive, thanks 
positive," dim mak was sick! ripped it apart! vegas was cool n fun, sf was dope, people went nuts! la friday was fire !  yeah was good!"
positive," thanks for the follow, bb  i was a no show yesterday!"
positive,its almost friday my twitterssss!! 
positive, iced coffee is pretty good! 
positive," i know, hope they bring the next series to us.  i'm sure ther is one?  oh well, just have to enjoy jonathan ross 4 now.  "
positive,enjoying my monday off of work! 
positive,the doggie park was lovely..all behaved fairly well  fairly he he
positive,coffee is my best friend 
positive,feeling a lot better  can't wait to see what goes down on friday.
positive,"everyone sounds so emo :[ mreh, bowling tomorrow. i'd rather sleep in and dream "
positive,  nah not yet just checking you are real 
positive, i spent 3 years working in that bass ackwards city 
positive,"setting things up! working on the blog, emailing bands so much to do! "
positive,"fourwheeeler racing, and camping at the lake with kali and whoever drives out with us tonight "
positive, i'm ready to be served sir extreme hotness! you name the time and place 
positive,think im gonna go look for a grad dress 
positive,"bangalore royal challengers, real champs "
positive,on my video phone!!! 
positive," owww yeah, greenbelt shall be rocked by us! haha. "
positive, - yay this is the first thing growing in my greenhouse  its rocket lettuce lol
positive,says off yaaa  have a nice day all ^^~ 
positive, omg i'm wayyyyyy to excited for toy story 3!! 
positive, heyy  do u have myspace by any chance? hope ur havin an awesome day. am xcited 4 new moon 
positive, the red one. 
positive, i love that line in the vid. 
positive,graduation. 
positive," i have the knight, and aside from tiny shields it's a great reference. "
positive,i've just woken up 
positive,is going to take 3 babies out to the park tonight. let's have last photo shoot / guitar / singing night. 
positive,  - wow!! cool pic 
positive,im so exhausted but that stupid project is done! hah! im doneee! the rest is minimal stress 
positive, bring me a honey butter chicken biscuit back! i'll owe you! 
positive,lol. wow. hope none of yous are knocked up 
positive, welcome back 
positive,working at the restaurant! 
positive, ---i loveeee taylor's new music video! it's sooo cuteee 
positive, hooray 
positive,"dear serina, would try pole fitness as a workout. fit pole invites you to see how well your atletic skills are transformed on the pole "
positive,"gotta go to school really soon...i'm gonna have a pair-apple in cooking today, haha  so, catch you all later!"
positive," while i do like lb, my parents rn't really the country type, so i've decided the weekend will b shopping  i'm ok w/ that "
positive," the only theme is &quot;wow,  is surrounded by pink.&quot; "
positive, i love ur backround pic...  
positive,walk was perfect!!!  i highly recommend walking for everyone; it's magical!!!  ;-)  alright...i'll stop...    goodnight all!!!!  :ltd)(
positive,business will be business...  
positive," lies, all lies  im sure you have one of those amazing voices but think you sound crappy  most hot girls hate themselves :-d"
positive,sleepover with  went to the mall with  &amp; . going to church tomorrow with  &amp;  
positive,yay!!! arwen can now talk. she sounds like a man but at least its a start. 
positive, excellent! still waiting for the arrival of  &amp; boss 
positive, seems impossible?  or improbable ...
positive,it's too hot; again 
positive,i love when people talk shit 
positive," okay, kannte den account. gut, er ist also in guten hã¤nden: "
positive,sorry i had 2 leave all the homies tonite.but..na-na..is exhausted..plus the patron looked a lil sus..lol..plz all yal make it home safe 
positive,nuqqets we did make it far this season but truee maybee next season we can qet farther  nuggets is still the team too count on 
positive,had a great day today. lauren is asleep on the phone.  i love nights like this. i hope the show went well. peace fellow human beings.
positive, did you find my tweet because of the &quot;sp?&quot; it contained? or liechtenstein? either is excellent. 
positive,layin on the beach soaking up some sun 
positive,is excited for short stack's decmeber tour! and is watching a movie 
positive, i got it (on my first guess!). thanks! 
positive,had a good lunch. i'm a happy girl! 
positive, phew! thanks! i can relax now 
positive, playing will totally happen.  but i will need a working phone number 
positive,"excited for this weekend! seeing erica on thursday, then kelly and bill come down friday, and ray on friday! yayy. "
positive,the employees at hot topic are always so nice. even to my cowboy-boot-wearing dad and my sugarland-loving mom. haha. 
positive, get a proper laptop on it and use linux? 
positive," awww...well if u want, we can meet up and u can use mine to try and play the game once in a while! "
positive,blogtv has got back to me  redoing all passwords on everysite try get me now hackers!
positive,of to sacc. meet my parents 
positive, ps i meant email me  lol
positive,  ( u sure u want to go for brownies..hear she has trouble w/even the box kind..hmm..you cud get to see her vids tho 
positive, thanks 
positive,to be *absolutely* clear: there is no debate. 
positive," hey sleep head, goog morning from the magical land of cornwall "
positive,"finally home, my ears feel like ive been at a concert! good times  now time to pack"
positive,follow friday if you follow me i'll follow you back  i like dyslexic cows oom! tgif national doughnut hangover d-day #phish jay-z
positive,met sarah dessen and maureen johnson. probably the most awesome day ever! 
positive, i am sure she will love it anyway. 
positive,the college world series is so bombdig! go texas! 
positive,waching one of the 106 old vhs movies i got from my uncle  loves ittt
positive," yeah, it's a bit daft - bing it... hmm... did m$ use a bunch of 5 year olds as their focus group?  "
positive, could you allow for dms? i would prefer not to give my email out publically. thanks 
positive,working on a birthday card for my cousin... 
positive," my following / followers numbers are out balance now, and i just noticed that yours are too! "
positive, where's wiseman? here:   
positive,going to the lake tomorrow 
positive," womaan u didn't explain well, mo detail, lol.... stil don't understand "
positive, get 100 followers a day using www.tweeteradder.com once you add everyone you are on the train or pay vip 
positive,", you're welcome. you should make an album.. soon! &quot;making my way downtown, walking fast, faces pass &amp; i'm homebound.&quot; "
positive,ello followers nuevo!  heller how you deeewwwrin?
positive, get 100 followers a day using www.tweeteradder.com once you add everyone you are on the train or pay vip 
positive, check out zionpres.com for answers!  
positive,"sleep now, wake up earlier tomorrow  fight for the future, go! go! go!"
positive,"i see euros, that's right, plural....europa til 6/27. who wants to pick me up from the airport? i'll bring u something cool! "
positive, and mabrouk btw  isn't it awesome?
positive,fab day at elevenses! thanks to all our customers who made our day there enjoyable 
positive,"wow, love the weather "
positive,"  - aww such a cutie,,, too adorable... god bless!!!! xoxo "
positive,ok well have fun see you some time soon! 
positive,is happy for my baby's momma! 
positive,on the road to florida listening to the lil mermaid sound track 
positive,  same 
positive, - of course crappy cell phone pic doesn't do it justice much. 
positive, me too  its the journey that's the fun part usually
positive,armani parfumes sind echt toll 
positive,my neighbor has mad drum skills. hes the coolest 
positive,is up and getting ready for another day at school 
positive,"oh my god how amazing was this weeks desperate housewives! aw i'm so happy about susan and mike, and mj "
positive,  why is it stupid? 
positive, it wont let me... you have my age blocked d: www.myspace.com/melissaaar there is mine 
positive,phone back and running well  watching pirates of the caribbean with  and morfoula 
positive,doing my assignment and feeling progressive so far. hoping for it to be the best one yet 
positive,enjoying a lazy sunday morning before going out and working more in the garden.  
positive,this will be a fantastic weekend. 
positive,over him  finally
positive, i'm in post traumatic stress and shan't ever recover but playing hide and seek made it worthwhile 
positive, me too! there is no catching up - lol  get a good rest and the sweetest of dreams !  mary
positive," lol yeah, he'd let you as long as you work around him  dumpy/dumper is very cute! he'll be ok. i hope. someone will keep him."
positive,was up til 3am workin on a newly styled resume = accomplished. 
positive, yes!!  i would love to!
positive, there you are!!!!  how is your saturday?
positive,i love having the freedom to share the gospel with my 5th and 6th graders in school!  not to mention getting to pray with them everyday. 
positive,basketball lake worth christian 6-8pm. serious ballers only please 
positive, how are you today? 
positive,one more explanation of a quote and guess whose coursework is done 
positive, well done. on the negative side you could have had a hunky repair man popping round [cue cheesy 70s music].... 
positive, i just thought you were single. i was going to try to fix you up. 
positive, ooooohhhhhh great idea! thanks...imma do that next time... 
positive, they are usually the colourful green ones.  such as this one: 
positive, nice work there in ottawa guys! hope to see ya in the t.o 
positive," no way!  i'm surprised, didn't think a nice bloke like vernon would have someone like that!  i like your choice of bitchy words "
positive,i'm blogging!  check out my new blog at: 
positive, can i just invite you to zigazag across the floor then shuffle and diagonal  how're you milady
positive,praying for my future husband 
positive,"went to atc awhile ago, watched night at the museum 2. rain was so hard, loved it though. now watching rachel zoe project. "
positive, you won't..you will miss me  m*i*s*t*y
positive,"im in line at sonic an its an hour wait. staging areas an shit, fucking bullshit "
positive,: haha. malay ko ba. year of the pig din nung 2007 kaya. 
positive," ty for the invite. you left out the 'r' in central, but i found it ok.  look frward 2 'meeting' you there. have a great day!"
positive,spending my mothers day with my 2 little boys!  they are my heart and soul! &lt;3 &lt;3  
positive, &lt;-- the 7 kinds of twitter personalities -- which one(s) are you? 
positive," hmmm..let's see...burlington...well, it is  a nice day for a drive.  i do have a thermos.  so...maybe "
positive,moved back to cluj 
positive,"another rainy day. sweet! haha, just got back from the dentist.  teeth hurts a little bit ï¿½"
positive,time to start my day! 
positive, awww good boy 
positive,"it was an awesome chat though, joe hugging nick was super sweet, and haha nick couldn't have it omg and the songs! omg they're so good! "
positive, how true those words are! 
positive,"right now listening to my favourite norah jones song - in fact, didn't know that i had a favourite norah jones song... "
positive," i love you, cheer up girl.  bffl member?!"
positive," nice! how fun. i'm a morning person now too...but im in spain working on ny time, so my mornings start at 3pm "
positive,so excited for up! i'm such a kid at heart 
positive, make the most of it 
positive,"bleh = this paper i'm writing &amp; bleh= the exam im taking tomorrow. oh well, all in all, i still love jesus, school, summer &amp;friendsss "
positive,"&quot;you came in with the breeeeeze, on a sunday morning&quot;  â« "
positive,: ciao guys! take care! 'til my next comeback! see ya! vote for me.. keenochan! heyyaaa! xoxo.  - joszeff.mu... 
positive,is going to bangsar with the girlies for some catching up time. 
positive,took me forever to crack this coconut open but it's so worth it! i love fresh coconut juice! 
positive,"new hair color, yaaay ! "
positive,"getting ready for the day... i'm being interviewed, along with some of my students, today about a spirit of america project that we did. "
positive, you too mister 
positive," no, spent some time there and came back. my father is still there, though. "
positive, thank you. 
positive,"cycling through basses, checking for problems. really liking the metallic black jazz fretless. it's growing on me! "
positive,my new oasis favourite: the masterplan.  i'd say..the masterpiece.  ily liam&amp;noelie. 
positive,  um.. two mugs? and maybe a half? 
positive,gah!  algebra is making my brain feel squishy!  think it's time for bed! sleep well all 
positive,just got back from natalies doc. appt  now were just hanging out watching twilight.
positive,photo opt: making brownies with jessica 
positive, haha... that is &quot;peace&quot;.... 
positive, me too !! mr labeouf is just so ... hamanahah 
positive,"big day of songwriting tomorrow, learning parts well enough to record in hours. big phone call to her tomorrow night. "
positive,looking forward to going out with julie and seity to make the most of the sunshine 
positive,its raining in the dc area too?  
positive, just call him the six million dollar little boy!  that's about what hell cost you 
positive,"vote goal 10, help me win goal of the month  "
positive,"i'm very worried about my history final tomorrow, but so excited about seeing team shark in the finals!!! keep me in your prayers please "
positive, perl people are weird 
positive,just sent  an email  looking forward to having you join us
positive, nice pic. al  how are you? 
positive, thanks 
positive,banquet was fun. 
positive,"&quot;i feel like a hero and you are my heeeeee, roine&quot; "
positive,. especially for you!   â« 
positive,my sister just made a surprise visit and told me she's staying here for a few days. woo. so i'm off to go and even out my 'tan' 
positive,anyone recommend 'things' to do in camberwell on a monday night? eating or otherwise?  might be my best bet 
positive, i was hoping you'd read that! aha ugh stupid kids that need to be watched. booo. i hope the video is going good  who is there?
positive,"so yahh, im offically holyy "
positive,done with legend of the seeker .... awaiting suggestions :p   help 
positive,goodnight twit babe..and tweet dreams 
positive, not bad (webisode 7) got to hear from ed! got to see cheney   even joel poked his head in there.thanks for taking th time
positive," the guy was a total ah, and has no class, you add a lot of spark to the show "
positive,woohoo! off to fix my things! 
positive,just got back from my first shift as a desk recep for my hall 
positive,"the braces are making me drool. i need a bib  least their not painful anymore, would kill to be able to actually chew food tho."
positive," blah, don't worry if you can't find them, i have macaroons to make up for them for now  thanks anyway!"
positive, - it's from today! that's something 
positive,sometimes the best ideas are the craziest. don't be bound by what you think you can and can't do. challenge yourself.  (via )
positive,"i'm a geek wannabe:  my name is going to mars.    california is winning in the nerd quotient, though.  can't have that."
positive, i guess that woke you up! sounds chilly. glad you are ok. 
positive,i love the ghost whisperer 
positive,i can hear my wife at the kitchen. seems like i will have a surprise snack! 
positive,we ate a slice of the enormous moon pie. it was yummy. childhood memories. 
positive, hahaha asyek  bytw englishnya very fluent and natural deh .. anak lia yah ? hahaha lol!!
positive," - 4905 days, that's two days before my birthday i'm the 30th of dec "
positive," you should follow this fan, think, it would be for charity, or i guess pitty, i have only 2, im a struggler  "
positive, thanks for the compliment on pink grapefruit soap  happy sunday to you!
positive, lol storm... create that as a game mode 
positive, i want my to be fransisco 
positive,  lovely !
positive, thanks! glad you liked it 
positive,is studying!!  but only three more half days of school!! 
positive, a!! b.w. wats shakin !!! flee  ...signature on deck
positive, don't tell me you hate episerver now 
positive,laying in bed  finals are over i am done for the summer! yay!!!
positive, i second you on that one 
positive," i'll be there soon, to claim my coffee. "
positive, tom can u make me a tomelet?  lol i have to discover when u'll go to porto alegre's airport.. i want to be there!!
positive,kings dominion in the morning  heck yessss!
positive,this is fun 
positive, please do!   - i hate the sound of his stupid voice...wonder what others think of him? ;)
positive," if people speak, i listen. so many jmmaers have transitioned to twitter that it was a natural fit. "
positive, not really i wanted fancinelli to reflect my work with the fans 
positive, yup 
positive,holy moly. i need to hurry up and vacation in socal. 
positive,"went to meadowhall today, didn't buy anything for myself, just some stuff for my sister...i hope she's grateful "
positive,very happy with the spongebob bedroom i've done today for my littleman  nothing better than seeing your babies happy.
positive,  morning liz! hope you are in for a wonderful weekend 
positive," thanks for the #followfriday! in my time zone, that's a nice way to end my thursday! "
positive,i am in awe at this new screensaver 
positive, yay. and i'm feeling better. 
positive,watch the basketball game kanina maga vs. dasma  with . dasma won! ) o and we saw renzo  ))))
positive,moma &amp; statue of liberty tomorrow 
positive,haha as if this song doesnt apply to you too taba 
positive, hey hilary are you going to make a new album?  i heart you!
positive,is enjoying the lovely weather 
positive, i know ! i loveee it ! 
positive,twitter driving me nuts. can't fix my pic. so for now you have a beautiful red x. lol. 
positive, get yourself down to the prayer room too!!!  work on that visa down there!!! 
positive,yesterday was so crazyy hahah 
positive," i am the say way- regrettable decisions, but don't regret them. what are you gonna do? "
positive, only with u...   like old times.... 
positive," aww, no problem! thanks for following me "
positive, we're having leeky linguine with shrimp and sour dough bread on the side. it's super easy to cook and tastes delicious 
positive,i'm not using twitter anymore  sorry!
positive,"busy later as i have a new student for my course coming to catch up, one place left to fill on the course if anyone interested "
positive," good morning, by the way. "
positive," aside from the ridiculous power outage yesterday, pretty good  going for a hike in a couple of hours."
positive,hmmm i guess i'll watch the third season of supernatural. on sept. first i'll finally be able to finish watching the 4th season! 
positive, you deserve your face time! ..something will turn out...it has to 
positive," yeh thats fine, my mums making me go but :| when/where you wanna meet? and are we having an asda rave? "
positive,"   sorry you're going through a hard time hon.  we love you, and know you are strong and good person.  "
positive,"right when i'm thinking i should press that button, some people have the best timing. sometimes i just need saving from myself lol "
positive," yess she even told us, a durf "
positive,makeing a sighn for alliee 
positive,finish some sketches und then go out an skate! yeeeehaaa! got a new deck 
positive," love your &quot;young, sad and blue&quot;... you sound great "
positive, amazing things! more of a phone call than a tweet tho 
positive,putting on some artwork. down to 1064 songs. i hate it when it says 16g but when you sync its only about 14.something. 168mb free 
positive,hmmmm 2 finals to go.... 9 days to complete bliss and contentment 
positive,watching juno 
positive, i am so happy for you all  *big awesome hugs*
positive,   vote! thanks! 
positive,anybody need some copywriting? looking for some freelance work. my mail : lovenadav.com 
positive,writing up this lesson plan makes me remember how much i truly do love to kill a mockinbird.  maybe it'll be a summer read.
positive," hey! do you do the baruch college radio show?  if so, can you dm me your email..i had a question for ya  thx!"
positive, the iphone keyboard strikes again! 
positive, oh that way. i remember writing awesome viruses and sending them as links in my teenage years though 
positive,let's all pray that mother nature acts according to plan and doesn't let it rain so u can play tennis  ready? .......... amen!
positive,i like talking like a british yoda whos an astronaut... 
positive, lol!!! you poor thing!! you should request a van!! 
positive,and they bat! 
positive,"nick jonas in paranoid music video is super cuteeeeee. in fact, he's always cutee "
positive,"offf, my legs are killing me - so hungry - the mix is calling me "
positive,"special memories that i would never forget, but this is just a beginning. believe yourself &amp; know that we all stick together till the end "
positive, happy birthday  !!!!! have an awesome birthday 
positive, bahahahahhaha 0.o ... sorry. 2 rockstars and ticktacks dont mesh. especially with iced tea that contains 20 packets of sugar 
positive,check your txt messages  lol
positive,"oooh hello sun, yes, you just keep shining on my back and i'll keep sitting here with a lil grin on my face  mornin' all x"
positive,helping the &quot;raiders booster club&quot; get thier website up this morning.  thinking about wearing my dolphins top today.  
positive,"ohmygosh, that was the best phone call i've had in a long time. my uncle is comming home from the hospital tonight.  thankyougod. &lt;3333"
positive, i had a long day too! spent a lot of time in asu land. hehe it was nice though. 
positive," don't question the magic of the 'pod, just ride the good feeling that it works. "
positive,good morning world! 
positive, i am way excitedabout voting 
positive,"now comes the fun part  because you can find only a few offers per country or you live outside us, your changes can be quite tiny."
positive,jusst had a bubblebath! there so much fun!  i sound like a 3year old 
positive," so scouting for girls, what's that about then? "
positive,"just realized, we haven't gotten home sick in new zealand.  maybe that's because it already feels like home "
positive, rain+heels+twittering=good time 4 paparazzi! be careful!!  my girls (kaylyn 7&amp; megan 6) loove u &amp; your music! so random rocks!
positive,how do you sleep - jesse mccartney 
positive,if you think  is america's sexiest comedian  you can vote online here!  it's out of 15 comedians!
positive,at the yankees game 
positive,just got a 15% off card for anthropologie for my birthday month! woo hooo 
positive, welcome to the mix 
positive," i have very few problems with my credit cards, so i won't be taking drastic actions just yet "
positive,"i hope all the mothers out there had a very special day, you deserve it. im gonna write more of my fan fic for my own enjoyment. "
positive, yeah i'm thinking about it...no its bad but i'm pale blue at the moment and its not really a good look lol 
positive,nooo more assessments.... now in holiday mode 
positive,sitting in french watching ratatouille. 
positive,and so it went to penalties... ahh well.. i think i'm just going to give it a miss and go find food. 
positive, thank you! 
positive,about to play some football  loloolol i might post a video tonight. i dunno 
positive,"  haha, okay, thank you girls  i'm on the mood finally! "
positive,it's a rainy nyc day.. wish i were home in my pj's 
positive,going to a barbucue this afternoon 
positive,"wait, this is the twilight i could see with andy samberg. "
positive, i shall! i really enjoy them so whenever somebody recommends one i make it a priority to seek it out. i'll let you know! 
positive,i am soo proud of you. you will go far no doubt 
positive, totally indulges my crazy side 
positive, thank you. it feels great to get some energy out of the system. the shoulder is tight... 
positive, hey lady you're not far away! you better come join in the fun! 
positive,eating gelato and watchin dirty dancing 
positive, warum willst du eine cd verbrennen? xd ...cleaning the damn house.  
positive," nice, nice.   just chillin at home tonight for me.  tomorrow - out for the hubby's b-day!  red sox!!"
positive,yes!  - textmate blog â» working on it 
positive, i'm rollin ova here smh caus i can imagine my daughter doin that rite now n she jumps sumtime too lol
positive,"i have no problem with cell phones, only with loud annoying cell phone ring tones...ever heard of vibrate "
positive,"got my lines, vines and trying times album "
positive, no way! best get cracking with that letter. 
positive,downloading songs 
positive,lol with  and we are not studying!  lol lol 
positive, i would die if she ends up donning the headband by the end of the interview! knew you'd love the side-glance. 
positive, only 600 downloaded initially out of 1600 pics  put on comp so i can play around with them first. fave new places rome &amp; paris
positive, loved your hat at the mtv awards last night. looking forward to meeting you in texas this summer 
positive," rofl right now b/c i'm tweeting about u w/o ur username &amp; u can't see it! (take me back!!!!)  (i know, maybe tomorrow.)"
positive," i'd be down if you were in modesto *hint, hint* "
positive,it's nice to have one child who actually likes going to school. 
positive, its actually sweatshirt weather here 
positive,"thanks for the plug, !  turns out there are ray bradbury geeks in seattle! "
positive,is finally 21 
positive,#followfriday --  because i love 'em 
positive, hey becky! how are you this weekend? 
positive, yes please 
positive," i try to at least, just common courtesy.  "
positive, and i told you things only get better with life 
positive,glad to hear mom dad &amp; opa have arrived safely!! thank god 
positive,download movie  &quot;a nightmare on elm street&quot;  cool #movie
positive,just wrote marstini's birthday song  it's sooo fly. xd
positive,i want a british accent. i just love how they say girl. that &quot;gullll&quot; over there is a dahhling! 
positive," haha we're sorry  and i can't believe you wake up this early by choice, if i didn't have to i wouldn't wake up for atleast 2 hours"
